Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,State,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Payment Mode
ORD-11769,2022-04-23,2022-04-24,First Class,CUST-423,Reyansh Joshi,Consumer,Central,Michigan,Office Supplies,Paper,Sticky Notes,974.8,10,0.1,154.13,Cash on Delivery
ORD-11770,2022-02-05,2022-02-11,Standard Class,CUST-805,Arjun Singh,Consumer,West,Oregon,Technology,Machines,Laptop Pro,3393.93,5,0.1,746.28,Debit Card
ORD-11771,2023-06-12,2023-06-16,Standard Class,CUST-842,Arjun Nair,Home Office,South,Tennessee,Technology,Accessories,Wireless Mouse,541.85,2,0.0,157.6,Net Banking
ORD-11772,2023-01-25,2023-01-29,Second Class,CUST-801,Ananya Verma,Home Office,East,Pennsylvania,Technology,Accessories,Keyboard,4759.75,6,0.15,847.03,Net Banking
ORD-11773,2023-12-17,2023-12-21,Standard Class,CUST-367,Dev Sharma,Consumer,East,New Jersey,Office Supplies,Binders,View Binder,595.04,9,0.0,190.49,Debit Card
ORD-11774,2024-12-24,2024-12-29,Second Class,CUST-221,Ishaan Nair,Home Office,South,North Carolina,Office Supplies,Labels,Label Maker,358.81,4,0.1,19.31,Net Banking
ORD-11775,2022-07-31,2022-08-06,Standard Class,CUST-505,Meera Reddy,Corporate,West,California,Technology,Accessories,USB Hub,2337.4,6,0.0,561.51,UPI
ORD-11776,2022-12-02,2022-12-07,Same Day,CUST-699,Vivaan Nair,Consumer,East,New York,Technology,Copiers,Portable Scanner,8537.87,8,0.15,1864.54,Net Banking
ORD-11777,2023-02-07,2023-02-08,Second Class,CUST-857,Rohan Chawla,Home Office,West,Oregon,Technology,Accessories,USB Hub,6737.9,9,0.15,247.63,Net Banking
ORD-11778,2024-04-15,2024-04-22,Standard Class,CUST-343,Aditya Kapoor,Home Office,East,Pennsylvania,Technology,Copiers,Office Copier,2714.76,6,0.3,-342.22,UPI
ORD-11779,2023-02-22,2023-02-26,Standard Class,CUST-927,Karan Mehta,Consumer,West,Nevada,Office Supplies,Labels,Label Maker,290.45,4,0.0,66.3,Credit Card
ORD-11780,2023-04-04,2023-04-08,Standard Class,CUST-636,Karan Gupta,Consumer,East,Massachusetts,Furniture,Chairs,Ergo Chair,4254.53,8,0.2,925.17,Credit Card
ORD-11781,2024-09-17,2024-09-19,Standard Class,CUST-372,Arjun Reddy,Corporate,Central,Michigan,Furniture,Bookcases,Metal Bookcase,2406.26,4,0.15,418.58,Debit Card
ORD-11782,2023-11-01,2023-11-08,Second Class,CUST-257,Tara Das,Consumer,West,California,Office Supplies,Binders,Ring Binder,193.51,2,0.1,37.65,Credit Card
ORD-11783,2022-07-27,2022-08-01,Standard Class,CUST-645,Kabir Singh,Consumer,West,Washington,Technology,Machines,Desktop PC,1732.24,3,0.2,-20.39,UPI
ORD-11784,2024-09-14,2024-09-16,Second Class,CUST-909,Neha Singh,Corporate,West,California,Office Supplies,Art,Sketch Pad,79.69,4,0.2,13.73,UPI
ORD-11785,2022-04-11,2022-04-12,First Class,CUST-589,Priya Iyer,Consumer,Central,Ohio,Furniture,Tables,Standing Desk,8615.23,11,0.0,2025.58,Debit Card
ORD-11786,2023-10-01,2023-10-02,Standard Class,CUST-985,Aarav Joshi,Consumer,West,California,Technology,Accessories,Keyboard,377.6,3,0.3,11.5,UPI
ORD-11787,2022-07-19,2022-07-25,Standard Class,CUST-248,Meera Verma,Consumer,Central,Texas,Office Supplies,Art,Sketch Pad,405.97,7,0.3,-4.22,UPI
ORD-11788,2023-04-16,2023-04-22,Second Class,CUST-523,Diya Reddy,Consumer,West,Nevada,Office Supplies,Paper,Printer Paper,364.74,6,0.3,-2.32,Debit Card
ORD-11789,2022-11-12,2022-11-15,Standard Class,CUST-132,Tara Gupta,Consumer,East,Pennsylvania,Furniture,Bookcases,Oak Bookcase,3759.31,7,0.0,454.39,Credit Card
ORD-11790,2022-03-24,2022-03-25,Second Class,CUST-180,Kabir Das,Corporate,South,North Carolina,Furniture,Chairs,Executive Chair,3601.81,7,0.1,221.77,Debit Card
ORD-11791,2024-07-03,2024-07-05,Standard Class,CUST-840,Sara Khan,Consumer,West,California,Office Supplies,Labels,Label Maker,187.65,9,0.15,7.4,Net Banking
ORD-11792,2022-03-28,2022-04-02,Standard Class,CUST-920,Dev Kapoor,Home Office,Central,Michigan,Furniture,Furnishings,Photo Frame,289.11,3,0.15,57.4,Net Banking
ORD-11793,2022-06-03,2022-06-10,Second Class,CUST-326,Kiara Mehta,Consumer,South,Georgia,Technology,Machines,Desktop PC,4416.11,6,0.2,-233.9,Credit Card
ORD-11794,2022-04-17,2022-04-22,Second Class,CUST-645,Kabir Singh,Home Office,South,Florida,Technology,Copiers,Office Copier,1860.0,10,0.3,103.37,Net Banking
ORD-11795,2022-07-05,2022-07-10,Second Class,CUST-411,Sara Joshi,Corporate,West,Nevada,Technology,Machines,Laptop Pro,1614.48,10,0.0,533.22,UPI
ORD-11796,2023-12-04,2023-12-11,Standard Class,CUST-978,Ananya Chawla,Consumer,South,Georgia,Technology,Copiers,Portable Scanner,5263.43,10,0.15,927.44,UPI
ORD-11797,2022-01-08,2022-01-09,Standard Class,CUST-808,Rohan Rao,Corporate,Central,Ohio,Furniture,Tables,Standing Desk,9670.54,11,0.0,3053.17,Net Banking
ORD-11798,2024-12-13,2024-12-16,Standard Class,CUST-527,Tara Patel,Consumer,South,North Carolina,Furniture,Bookcases,Metal Bookcase,4250.8,9,0.0,374.97,Cash on Delivery
ORD-11799,2022-06-23,2022-06-28,Standard Class,CUST-891,Karan Verma,Home Office,South,North Carolina,Furniture,Tables,Standing Desk,3594.87,10,0.0,473.02,Net Banking
ORD-11800,2022-06-04,2022-06-11,Standard Class,CUST-844,Sara Patel,Corporate,Central,Ohio,Office Supplies,Paper,A4 Paper Ream,243.93,5,0.2,14.44,Debit Card
ORD-11801,2024-07-06,2024-07-08,Standard Class,CUST-485,Vivaan Reddy,Home Office,East,Pennsylvania,Office Supplies,Binders,Clip Binder,70.87,1,0.15,9.93,Cash on Delivery
ORD-11802,2023-09-11,2023-09-18,Standard Class,CUST-826,Priya Mehta,Consumer,South,Florida,Furniture,Tables,Standing Desk,2258.91,4,0.15,40.68,Net Banking
ORD-11803,2022-02-06,2022-02-10,Second Class,CUST-382,Vivaan Rao,Consumer,East,New Jersey,Office Supplies,Art,Color Pencils,379.1,5,0.2,-2.03,Debit Card
ORD-11804,2024-07-09,2024-07-14,First Class,CUST-212,Aarav Verma,Corporate,East,New York,Office Supplies,Art,Marker Set,224.53,10,0.3,-1.66,Net Banking
ORD-11805,2023-10-17,2023-10-22,Standard Class,CUST-180,Kabir Das,Consumer,South,Florida,Furniture,Chairs,Mesh Task Chair,2358.71,4,0.2,324.41,Credit Card
ORD-11806,2023-07-11,2023-07-16,First Class,CUST-927,Karan Mehta,Home Office,South,Tennessee,Furniture,Furnishings,Photo Frame,2808.82,8,0.0,405.6,Net Banking
ORD-11807,2023-10-28,2023-11-01,Standard Class,CUST-382,Vivaan Rao,Consumer,West,Oregon,Office Supplies,Labels,Label Maker,296.19,11,0.1,26.15,Cash on Delivery
ORD-11808,2023-01-18,2023-01-21,Second Class,CUST-603,Rohan Iyer,Home Office,West,Oregon,Furniture,Tables,Study Table,6179.84,9,0.0,1260.3,UPI
ORD-11809,2023-08-22,2023-08-27,Standard Class,CUST-343,Aditya Kapoor,Consumer,West,Washington,Technology,Copiers,Office Copier,1499.42,1,0.0,252.72,Debit Card
ORD-11810,2024-06-20,2024-06-21,Same Day,CUST-274,Neha Khan,Consumer,Central,Michigan,Furniture,Bookcases,Corner Bookcase,1718.8,5,0.2,110.85,UPI
ORD-11811,2024-03-02,2024-03-05,Second Class,CUST-265,Aarav Patel,Consumer,East,New Jersey,Technology,Accessories,Webcam,6833.08,5,0.0,1020.07,UPI
ORD-11812,2022-08-01,2022-08-03,Standard Class,CUST-443,Vivaan Kapoor,Consumer,Central,Ohio,Technology,Phones,Smartphone X1,6591.87,7,0.15,-90.17,Net Banking
ORD-11813,2022-08-18,2022-08-23,Standard Class,CUST-791,Meera Singh,Consumer,East,New Jersey,Office Supplies,Paper,A4 Paper Ream,550.74,6,0.0,72.28,Net Banking
ORD-11814,2023-04-08,2023-04-12,Standard Class,CUST-131,Neha Patel,Corporate,South,Georgia,Furniture,Bookcases,Corner Bookcase,1363.12,2,0.0,168.17,UPI
ORD-11815,2022-07-17,2022-07-23,Standard Class,CUST-928,Kiara Das,Consumer,East,Massachusetts,Furniture,Tables,Study Table,121.42,1,0.15,9.04,Debit Card
ORD-11816,2024-08-19,2024-08-24,Second Class,CUST-147,Arjun Das,Consumer,Central,Michigan,Office Supplies,Binders,Ring Binder,254.87,4,0.2,31.16,Net Banking
ORD-11817,2024-08-03,2024-08-10,Standard Class,CUST-482,Diya Gupta,Corporate,Central,Illinois,Technology,Phones,Smartphone X1,908.49,1,0.0,112.53,Credit Card
ORD-11818,2024-08-03,2024-08-08,Second Class,CUST-520,Ananya Patel,Consumer,Central,Ohio,Office Supplies,Paper,Sticky Notes,778.37,7,0.0,192.18,Debit Card
ORD-11819,2024-04-29,2024-05-05,Same Day,CUST-889,Karan Singh,Consumer,Central,Illinois,Office Supplies,Storage,File Cabinet,160.32,2,0.0,20.16,Cash on Delivery
ORD-11820,2022-12-14,2022-12-17,Standard Class,CUST-645,Kabir Singh,Corporate,West,California,Furniture,Chairs,Ergo Chair,3259.86,11,0.0,1015.01,Cash on Delivery
ORD-11821,2024-12-27,2025-01-02,Second Class,CUST-648,Aditya Reddy,Home Office,West,Oregon,Technology,Machines,3D Printer,7874.21,10,0.1,1077.9,UPI
ORD-11822,2022-03-18,2022-03-25,Standard Class,CUST-454,Karan Iyer,Corporate,West,Washington,Office Supplies,Art,Color Pencils,908.35,11,0.1,186.0,UPI
ORD-11823,2023-08-27,2023-09-01,First Class,CUST-819,Karan Reddy,Consumer,West,Nevada,Technology,Copiers,Office Copier,775.44,4,0.0,104.0,Credit Card
ORD-11824,2022-06-01,2022-06-03,Standard Class,CUST-523,Diya Reddy,Consumer,West,Oregon,Office Supplies,Art,Sketch Pad,249.51,8,0.1,56.69,Cash on Delivery
ORD-11825,2024-09-04,2024-09-11,First Class,CUST-149,Neha Gupta,Corporate,West,Oregon,Technology,Copiers,Office Copier,4604.17,7,0.15,1142.6,Cash on Delivery
ORD-11826,2022-06-21,2022-06-24,Standard Class,CUST-686,Sara Chawla,Consumer,East,New York,Technology,Accessories,Wireless Mouse,11931.03,10,0.1,1361.14,Cash on Delivery
ORD-11827,2022-10-23,2022-10-30,Standard Class,CUST-248,Meera Verma,Consumer,South,Tennessee,Office Supplies,Storage,Shelf Unit,48.81,1,0.1,14.15,Cash on Delivery
ORD-11828,2022-12-28,2023-01-01,Same Day,CUST-372,Arjun Reddy,Consumer,South,Florida,Office Supplies,Binders,Ring Binder,366.37,10,0.2,18.26,Credit Card
ORD-11829,2022-03-16,2022-03-19,Standard Class,CUST-691,Aarav Das,Consumer,South,North Carolina,Technology,Phones,Smartphone Lite,1811.66,2,0.2,-19.91,Credit Card
ORD-11830,2022-03-14,2022-03-21,Standard Class,CUST-665,Arjun Patel,Consumer,West,Washington,Office Supplies,Art,Color Pencils,193.61,3,0.0,53.56,Debit Card
ORD-11831,2023-10-31,2023-11-06,Standard Class,CUST-194,Neha Chawla,Home Office,West,Oregon,Office Supplies,Paper,Sticky Notes,301.25,6,0.15,71.28,Cash on Delivery
ORD-11832,2023-04-10,2023-04-12,Second Class,CUST-957,Rohan Das,Consumer,West,Nevada,Technology,Phones,Smartphone Lite,1164.2,2,0.2,92.8,Credit Card
ORD-11833,2023-06-06,2023-06-11,Second Class,CUST-800,Isha Verma,Corporate,East,New York,Furniture,Furnishings,Cushion,2791.99,4,0.1,625.91,Credit Card
ORD-11834,2023-03-28,2023-03-30,Standard Class,CUST-840,Zara Nair,Consumer,South,Florida,Office Supplies,Storage,File Cabinet,481.01,7,0.4,-51.29,Net Banking
ORD-11835,2024-02-12,2024-02-17,Standard Class,CUST-676,Reyansh Patel,Consumer,West,Oregon,Technology,Phones,Cordless Phone,3980.79,7,0.15,783.69,Net Banking
ORD-11836,2022-03-03,2022-03-04,Standard Class,CUST-647,Neha Joshi,Consumer,South,Georgia,Technology,Copiers,Portable Scanner,5726.85,8,0.0,1993.48,Debit Card
ORD-11837,2024-12-17,2024-12-21,Second Class,CUST-861,Reyansh Nair,Corporate,Central,Illinois,Technology,Phones,Smartphone Lite,1464.67,6,0.1,114.88,Net Banking
ORD-11838,2022-04-16,2022-04-22,First Class,CUST-742,Aditya Chawla,Consumer,West,Oregon,Office Supplies,Binders,View Binder,44.77,3,0.3,-5.4,Credit Card
ORD-11839,2024-01-19,2024-01-20,First Class,CUST-202,Rohan Gupta,Corporate,South,Tennessee,Technology,Phones,Smartphone Lite,1439.46,9,0.3,99.7,Debit Card
ORD-11840,2023-06-28,2023-07-01,Second Class,CUST-985,Aarav Joshi,Corporate,South,Florida,Technology,Accessories,USB Hub,4062.99,9,0.2,715.43,Credit Card
ORD-11841,2023-09-21,2023-09-26,Standard Class,CUST-801,Meera Mehta,Corporate,East,New Jersey,Office Supplies,Binders,Clip Binder,55.23,5,0.2,2.59,Cash on Delivery
ORD-11842,2023-11-29,2023-12-05,First Class,CUST-819,Karan Reddy,Consumer,Central,Texas,Office Supplies,Art,Marker Set,264.4,7,0.3,-21.4,Credit Card
ORD-11843,2024-08-05,2024-08-11,Second Class,CUST-275,Zara Das,Consumer,West,Nevada,Office Supplies,Paper,Sticky Notes,142.07,11,0.1,8.28,UPI
ORD-11844,2023-08-01,2023-08-05,First Class,CUST-999,Kiara Joshi,Consumer,South,Georgia,Office Supplies,Paper,Sticky Notes,190.31,11,0.3,8.1,Cash on Delivery
ORD-11845,2023-07-28,2023-07-29,Second Class,CUST-943,Aarav Iyer,Corporate,West,California,Technology,Copiers,Office Copier,1826.41,3,0.0,236.39,UPI
ORD-11846,2024-07-24,2024-07-29,Standard Class,CUST-376,Meera Iyer,Consumer,East,Pennsylvania,Technology,Copiers,Office Copier,1764.2,9,0.2,-2.47,Credit Card
ORD-11847,2022-02-13,2022-02-20,Same Day,CUST-441,Tara Reddy,Consumer,South,North Carolina,Technology,Accessories,Webcam,6696.06,7,0.1,410.57,UPI
ORD-11848,2023-10-18,2023-10-22,Same Day,CUST-264,Ishaan Reddy,Corporate,South,Georgia,Furniture,Furnishings,Desk Lamp,4032.05,8,0.0,1197.57,Debit Card
ORD-11849,2024-08-05,2024-08-10,Second Class,CUST-187,Isha Rao,Corporate,East,New York,Office Supplies,Binders,View Binder,571.38,9,0.2,107.77,UPI
ORD-11850,2023-04-04,2023-04-09,Standard Class,CUST-897,Rohan Joshi,Consumer,East,New Jersey,Office Supplies,Storage,File Cabinet,80.23,10,0.0,16.24,Cash on Delivery
ORD-11851,2022-09-16,2022-09-23,Standard Class,CUST-744,Tara Kapoor,Consumer,West,Washington,Technology,Phones,Smartphone X1,11547.7,8,0.0,3566.08,UPI
ORD-11852,2024-11-10,2024-11-17,Standard Class,CUST-784,Neha Rao,Consumer,Central,Michigan,Technology,Phones,Smartphone Lite,263.98,2,0.1,50.39,Credit Card
ORD-11853,2023-02-14,2023-02-15,First Class,CUST-891,Karan Verma,Home Office,Central,Ohio,Office Supplies,Binders,View Binder,660.52,8,0.1,146.76,UPI
ORD-11854,2024-08-29,2024-09-05,Standard Class,CUST-221,Ishaan Nair,Corporate,East,Massachusetts,Office Supplies,Labels,Label Maker,11.77,1,0.1,0.37,Cash on Delivery
ORD-11855,2024-12-26,2025-01-02,Standard Class,CUST-676,Reyansh Patel,Corporate,West,Washington,Furniture,Bookcases,Oak Bookcase,584.3,1,0.0,180.66,UPI
ORD-11856,2022-01-21,2022-01-27,Standard Class,CUST-862,Ananya Das,Corporate,Central,Texas,Furniture,Tables,Conference Table,7932.09,11,0.0,1625.83,Net Banking
ORD-11857,2024-11-21,2024-11-28,First Class,CUST-804,Kiara Verma,Consumer,East,New York,Technology,Machines,Laptop Pro,1588.26,2,0.2,152.97,UPI
ORD-11858,2024-08-05,2024-08-08,Standard Class,CUST-110,Tara Singh,Corporate,East,Massachusetts,Technology,Machines,Laptop Pro,6975.41,6,0.0,1349.61,Debit Card
ORD-11859,2024-04-27,2024-05-02,Standard Class,CUST-121,Vivaan Gupta,Corporate,East,New Jersey,Office Supplies,Labels,Label Maker,444.02,6,0.1,69.58,Credit Card
ORD-11860,2024-12-01,2024-12-07,Standard Class,CUST-251,Aditya Singh,Corporate,South,North Carolina,Furniture,Bookcases,Oak Bookcase,2649.46,7,0.0,769.13,UPI
ORD-11861,2023-11-17,2023-11-24,Standard Class,CUST-139,Dev Das,Corporate,East,New Jersey,Furniture,Chairs,Folding Chair,2152.56,9,0.2,187.49,Net Banking
ORD-11862,2023-09-07,2023-09-11,Standard Class,CUST-943,Aarav Iyer,Corporate,East,New Jersey,Technology,Phones,Cordless Phone,932.01,5,0.2,25.34,UPI
ORD-11863,2022-11-25,2022-12-01,Standard Class,CUST-352,Rohan Khan,Consumer,East,New Jersey,Office Supplies,Storage,Shelf Unit,248.53,6,0.2,-2.47,Debit Card
ORD-11864,2024-02-10,2024-02-12,First Class,CUST-181,Sara Das,Corporate,West,Oregon,Technology,Phones,Smartphone X1,3713.27,5,0.15,-71.63,Credit Card
ORD-11865,2022-07-28,2022-08-03,Standard Class,CUST-808,Rohan Rao,Consumer,South,Tennessee,Office Supplies,Paper,A4 Paper Ream,305.43,11,0.3,39.53,Cash on Delivery
ORD-11866,2022-12-19,2022-12-22,Standard Class,CUST-144,Karan Chawla,Consumer,West,Oregon,Office Supplies,Paper,Printer Paper,812.42,8,0.0,204.04,UPI
ORD-11867,2023-09-25,2023-09-26,Standard Class,CUST-256,Meera Kapoor,Corporate,East,Massachusetts,Furniture,Chairs,Folding Chair,1135.02,7,0.1,136.35,UPI
ORD-11868,2023-02-14,2023-02-15,Standard Class,CUST-147,Arjun Das,Consumer,Central,Ohio,Furniture,Bookcases,Corner Bookcase,425.06,7,0.4,-79.06,Net Banking
ORD-11869,2024-12-26,2024-12-28,Second Class,CUST-672,Ananya Sharma,Home Office,West,Oregon,Furniture,Furnishings,Cushion,4359.08,9,0.0,247.23,Credit Card
ORD-11870,2022-12-05,2022-12-08,Same Day,CUST-953,Karan Sharma,Corporate,West,California,Office Supplies,Paper,Printer Paper,115.29,11,0.4,-5.79,Net Banking
ORD-11871,2022-06-24,2022-06-29,Standard Class,CUST-927,Arjun Gupta,Consumer,West,Nevada,Technology,Phones,Cordless Phone,1012.52,1,0.0,291.61,UPI
ORD-11872,2023-09-13,2023-09-19,Second Class,CUST-629,Kiara Patel,Corporate,Central,Illinois,Office Supplies,Art,Marker Set,97.49,1,0.15,25.27,Credit Card
ORD-11873,2024-03-20,2024-03-25,Standard Class,CUST-401,Sara Nair,Consumer,Central,Michigan,Office Supplies,Binders,Ring Binder,192.06,8,0.1,14.23,Credit Card
ORD-11874,2024-06-02,2024-06-08,Standard Class,CUST-402,Kabir Sharma,Corporate,South,Tennessee,Technology,Machines,Desktop PC,674.71,4,0.4,19.07,UPI
ORD-11875,2024-11-26,2024-12-01,Standard Class,CUST-801,Meera Mehta,Home Office,West,Washington,Technology,Machines,Desktop PC,1418.35,7,0.1,22.98,Credit Card
ORD-11876,2024-10-14,2024-10-15,Standard Class,CUST-629,Kiara Patel,Corporate,Central,Texas,Office Supplies,Paper,A4 Paper Ream,404.91,4,0.0,67.27,Cash on Delivery
ORD-11877,2024-10-31,2024-11-05,Standard Class,CUST-482,Diya Gupta,Home Office,South,Tennessee,Office Supplies,Paper,Sticky Notes,207.76,3,0.0,31.35,Debit Card
ORD-11878,2022-08-12,2022-08-13,Standard Class,CUST-222,Karan Nair,Consumer,Central,Texas,Technology,Phones,Cordless Phone,4532.79,10,0.1,875.5,Cash on Delivery
ORD-11879,2023-11-06,2023-11-09,Standard Class,CUST-233,Kabir Nair,Corporate,Central,Illinois,Technology,Machines,Desktop PC,6894.32,10,0.3,570.72,Credit Card
ORD-11880,2024-06-30,2024-07-02,Second Class,CUST-317,Karan Khan,Corporate,East,New Jersey,Office Supplies,Labels,Label Maker,283.45,8,0.15,3.03,Cash on Delivery
ORD-11881,2024-09-29,2024-10-06,First Class,CUST-192,Ananya Joshi,Home Office,East,Pennsylvania,Office Supplies,Art,Sketch Pad,239.92,3,0.0,41.82,Credit Card
ORD-11882,2024-10-28,2024-10-30,Second Class,CUST-282,Kiara Khan,Consumer,Central,Texas,Furniture,Tables,Conference Table,1291.93,5,0.0,177.03,UPI
ORD-11883,2023-07-21,2023-07-24,First Class,CUST-343,Aditya Kapoor,Corporate,East,Massachusetts,Office Supplies,Labels,Label Roll,297.72,3,0.0,102.54,Net Banking
ORD-11884,2024-12-23,2024-12-30,Standard Class,CUST-613,Reyansh Sharma,Consumer,South,North Carolina,Office Supplies,Labels,Label Roll,307.74,7,0.0,56.48,Debit Card
ORD-11885,2023-02-06,2023-02-09,Standard Class,CUST-909,Neha Singh,Consumer,East,Massachusetts,Technology,Phones,Smartphone X1,6898.12,8,0.1,639.35,Cash on Delivery
ORD-11886,2022-05-09,2022-05-13,Standard Class,CUST-927,Arjun Gupta,Home Office,Central,Ohio,Furniture,Tables,Standing Desk,4135.78,10,0.1,607.74,Credit Card
ORD-11887,2023-01-06,2023-01-11,Standard Class,CUST-965,Aarav Sharma,Corporate,West,Nevada,Office Supplies,Binders,Ring Binder,628.98,9,0.2,55.44,Credit Card
ORD-11888,2022-11-23,2022-11-30,Standard Class,CUST-423,Sara Rao,Consumer,Central,Illinois,Furniture,Tables,Conference Table,4781.42,9,0.1,3.57,Cash on Delivery
ORD-11889,2022-10-31,2022-11-07,First Class,CUST-260,Diya Singh,Home Office,South,Florida,Office Supplies,Binders,Ring Binder,676.81,10,0.2,138.93,Credit Card
ORD-11890,2023-06-11,2023-06-18,Second Class,CUST-911,Kiara Singh,Consumer,East,New Jersey,Office Supplies,Art,Color Pencils,154.9,3,0.0,18.77,UPI
ORD-11891,2022-08-18,2022-08-21,Standard Class,CUST-709,Tara Rao,Corporate,West,Nevada,Office Supplies,Art,Color Pencils,158.82,4,0.0,25.04,Debit Card
ORD-11892,2024-03-17,2024-03-19,Standard Class,CUST-953,Karan Sharma,Consumer,East,Massachusetts,Office Supplies,Art,Marker Set,111.01,3,0.1,1.92,Net Banking
ORD-11893,2023-06-27,2023-07-01,Standard Class,CUST-661,Aditya Iyer,Corporate,West,Oregon,Furniture,Furnishings,Photo Frame,1858.83,3,0.0,335.41,UPI
ORD-11894,2022-03-31,2022-04-07,Standard Class,CUST-367,Dev Sharma,Consumer,Central,Ohio,Furniture,Chairs,Ergo Chair,255.28,2,0.0,84.35,Credit Card
ORD-11895,2022-07-21,2022-07-25,First Class,CUST-805,Arjun Singh,Corporate,South,North Carolina,Technology,Machines,Laptop Pro,8981.53,9,0.2,1111.18,Cash on Delivery
ORD-11896,2024-09-29,2024-10-01,Standard Class,CUST-767,Aditya Das,Consumer,South,Georgia,Office Supplies,Storage,File Cabinet,150.17,2,0.1,-0.17,Cash on Delivery
ORD-11897,2024-08-24,2024-08-29,Standard Class,CUST-382,Vivaan Rao,Corporate,Central,Texas,Furniture,Bookcases,Oak Bookcase,4224.18,9,0.2,21.18,UPI
ORD-11898,2023-12-08,2023-12-15,Standard Class,CUST-578,Neha Mehta,Home Office,Central,Illinois,Office Supplies,Binders,View Binder,125.76,6,0.0,10.17,Debit Card
ORD-11899,2022-10-26,2022-10-30,First Class,CUST-920,Dev Kapoor,Consumer,West,Washington,Technology,Machines,Laptop Pro,3936.81,7,0.0,513.79,Debit Card
ORD-11900,2022-05-11,2022-05-12,First Class,CUST-187,Isha Rao,Home Office,West,California,Technology,Machines,Desktop PC,840.42,9,0.15,78.36,Debit Card
ORD-11901,2024-11-12,2024-11-18,Standard Class,CUST-579,Diya Iyer,Consumer,West,Oregon,Furniture,Chairs,Folding Chair,3162.43,10,0.1,577.33,Net Banking
ORD-11902,2023-04-18,2023-04-23,Standard Class,CUST-589,Priya Iyer,Corporate,West,California,Office Supplies,Art,Sketch Pad,414.04,6,0.1,98.65,Cash on Delivery
ORD-11903,2022-06-06,2022-06-09,Second Class,CUST-745,Diya Patel,Corporate,Central,Texas,Furniture,Tables,Standing Desk,2500.53,3,0.0,545.31,Credit Card
ORD-11904,2022-08-22,2022-08-28,Standard Class,CUST-685,Zara Khan,Consumer,East,New Jersey,Office Supplies,Storage,File Cabinet,753.07,11,0.2,-12.19,Net Banking
ORD-11905,2022-05-10,2022-05-13,First Class,CUST-317,Karan Khan,Corporate,West,Washington,Office Supplies,Paper,Printer Paper,98.13,5,0.2,11.12,Debit Card
ORD-11906,2022-11-21,2022-11-28,Standard Class,CUST-367,Dev Sharma,Consumer,East,Pennsylvania,Technology,Accessories,Webcam,1835.59,6,0.0,225.82,Debit Card
ORD-11907,2024-10-18,2024-10-21,Standard Class,CUST-949,Vivaan Das,Consumer,Central,Illinois,Furniture,Tables,Study Table,2091.83,10,0.0,711.43,Debit Card
ORD-11908,2023-08-26,2023-08-28,Standard Class,CUST-889,Karan Singh,Corporate,West,Oregon,Office Supplies,Labels,Label Maker,284.58,9,0.1,67.72,Cash on Delivery
ORD-11909,2023-07-02,2023-07-04,Standard Class,CUST-189,Tara Mehta,Consumer,East,Massachusetts,Furniture,Chairs,Executive Chair,207.59,1,0.0,58.85,Cash on Delivery
ORD-11910,2023-07-28,2023-07-30,Standard Class,CUST-221,Ishaan Nair,Home Office,South,North Carolina,Furniture,Furnishings,Photo Frame,5154.13,7,0.1,210.1,UPI
ORD-11911,2022-05-16,2022-05-18,Standard Class,CUST-220,Priya Joshi,Consumer,East,Pennsylvania,Office Supplies,Paper,Sticky Notes,229.23,4,0.0,73.01,Net Banking
ORD-11912,2022-08-26,2022-08-30,Second Class,CUST-804,Kiara Verma,Consumer,Central,Michigan,Technology,Copiers,Portable Scanner,9501.77,10,0.15,1527.46,Net Banking
ORD-11913,2023-08-17,2023-08-19,Standard Class,CUST-507,Kabir Patel,Corporate,Central,Ohio,Furniture,Chairs,Executive Chair,1130.44,4,0.1,279.47,Cash on Delivery
ORD-11914,2024-04-28,2024-05-03,First Class,CUST-423,Sara Rao,Corporate,West,Washington,Technology,Copiers,Portable Scanner,4235.58,6,0.3,168.59,Debit Card
ORD-11915,2022-06-17,2022-06-23,Standard Class,CUST-685,Zara Khan,Consumer,West,Washington,Office Supplies,Binders,Ring Binder,285.19,3,0.2,28.54,Net Banking
ORD-11916,2024-07-13,2024-07-19,Second Class,CUST-844,Sara Patel,Corporate,South,Tennessee,Technology,Machines,Desktop PC,12158.84,10,0.15,902.22,Debit Card
ORD-11917,2024-10-09,2024-10-11,Standard Class,CUST-233,Kabir Nair,Consumer,West,Nevada,Technology,Machines,Desktop PC,11676.88,10,0.15,2497.5,UPI
ORD-11918,2024-10-24,2024-10-31,Second Class,CUST-981,Dev Nair,Consumer,West,Oregon,Office Supplies,Paper,Printer Paper,113.95,1,0.0,18.2,Cash on Delivery
ORD-11919,2023-06-27,2023-07-04,Standard Class,CUST-870,Kiara Reddy,Consumer,East,Massachusetts,Furniture,Chairs,Ergo Chair,1529.77,3,0.0,444.04,Cash on Delivery
ORD-11920,2022-08-07,2022-08-13,First Class,CUST-306,Aarav Gupta,Home Office,West,Oregon,Technology,Copiers,Portable Scanner,13254.06,11,0.1,595.03,Debit Card
ORD-11921,2024-10-01,2024-10-04,Standard Class,CUST-654,Tara Iyer,Corporate,West,Washington,Furniture,Bookcases,Metal Bookcase,2019.56,3,0.1,-16.92,Net Banking
